id_clientes,cliente,endereco,id_concessionarias,data_inclusao,data_atualizacao
177483,Larissa João Ribeiro,"Beco Duque da Floresta, 7272",13,2025-03-13 23:15:01.141769+00:00,2025-03-13 23:15:01.141769+00:00
179015,Beatriz Larissa Barros,"Travessa Pinheiros da Harmonia, 2984",26,2025-03-19 06:55:01.260844+00:00,2025-03-19 06:55:01.260844+00:00
180830,Gustavo Larissa Rocha,"Beco Oliveira da Inovação, 9259",5,2025-03-25 14:20:01.286654+00:00,2025-03-25 14:20:01.286654+00:00
182786,Lívia e Ribeiro,"Via Libertadores dos Pássaros, 3981",24,2025-04-01 09:20:01.367520+00:00,2025-04-01 09:20:01.367520+00:00
184318,Henrique Márcia Cardoso,"Rua Rainha da Pedra, 1911",5,2025-04-06 17:00:01.591824+00:00,2025-04-06 17:00:01.591824+00:00
175952,Diego Alice Barbosa,"Via Zumbi da Inovação, 1038",28,2025-03-08 15:40:01.294198+00:00,2025-03-08 15:40:01.294198+00:00
177484,Simone Antônio Alves,"Praça Monteiro da Estação, 8821",23,2025-03-13 23:20:01.324241+00:00,2025-03-13 23:20:01.324241+00:00
179016,Camila Alice Carvalho,"Travessa Rei dos Santos, 7924",22,2025-03-19 07:00:01.439931+00:00,2025-03-19 07:00:01.439931+00:00
180831,Diego Antônio Ribeiro,"Praça São Pedro da Montanha, 7584",11,2025-03-25 14:25:01.445197+00:00,2025-03-25 14:25:01.445197+00:00
182787,Fernanda do Cardoso,"Praça Imperador do Vale, 2500",3,2025-04-01 09:25:01.642416+00:00,2025-04-01 09:25:01.642416+00:00
184319,Mariana Leonardo Pinto,"Avenida Xavier dos Santos, 5909",16,2025-04-06 17:05:01.773987+00:00,2025-04-06 17:05:01.773987+00:00
175953,Tatiana Larissa Almeida,"Rodovia Ipiranga das Américas, 9393",16,2025-03-08 15:45:01.467744+00:00,2025-03-08 15:45:01.467744+00:00
177485,Juliana Carla Gomes,"Passagem Vitória do Pacífico, 8414",5,2025-03-13 23:25:01.566868+00:00,2025-03-13 23:25:01.566868+00:00
179017,Cristina José Pinto,"Via Marquês da Aventura, 4707",29,2025-03-19 07:05:01.655339+00:00,2025-03-19 07:05:01.655339+00:00
180832,Cristina Fernando Fernandes,"Alameda Savassi da Praia, 2086",4,2025-03-25 14:30:01.539761+00:00,2025-03-25 14:30:01.539761+00:00
182788,Felipe Felipe Rodrigues,"Beco Brasil da Praia, 3161",3,2025-04-01 09:30:01.834948+00:00,2025-04-01 09:30:01.834948+00:00
184320,Simone Larissa Santos,"Travessa Laranjeiras das Acácias, 4376",7,2025-04-06 17:10:01.943917+00:00,2025-04-06 17:10:01.943917+00:00
175954,Patrícia Ana Ribeiro,"Largo Flores do Sol, 7245",28,2025-03-08 15:50:01.636571+00:00,2025-03-08 15:50:01.636571+00:00
177486,Isabela Marcos Moura,"Vila Coronel da Vida, 4545",28,2025-03-13 23:30:01.752910+00:00,2025-03-13 23:30:01.752910+00:00
179018,Marcelo do Costa,"Vila Coronel dos Navegantes, 8851",19,2025-03-19 07:10:01.840695+00:00,2025-03-19 07:10:01.840695+00:00
180833,Renata José Cavalcanti,"Rodovia Monteiro da Paz, 9059",23,2025-03-25 14:35:01.719164+00:00,2025-03-25 14:35:01.719164+00:00
182789,Camila Felipe Monteiro,"Rodovia Brasil da Liberdade, 6907",29,2025-04-01 09:35:02.069887+00:00,2025-04-01 09:35:02.069887+00:00
184321,Daniela Larissa Dias,"Alameda São João da Lua, 7297",25,2025-04-06 17:15:02.174805+00:00,2025-04-06 17:15:02.174805+00:00
175955,Alexandre Rosa Pinto,"Rua Libertadores dos Santos, 4081",15,2025-03-08 15:55:01.830880+00:00,2025-03-08 15:55:01.830880+00:00
177487,Gabriela dos Gomes,"Travessa Amazonas da Fonte, 8200",8,2025-03-13 23:35:01.973594+00:00,2025-03-13 23:35:01.973594+00:00
179019,Diego Francisco Oliveira,"Alameda Vitória dos Coqueiros, 6021",28,2025-03-19 07:15:02.190304+00:00,2025-03-19 07:15:02.190304+00:00
180834,Marcos de Monteiro,"Rua Central da Prosperidade, 9594",25,2025-03-25 14:40:01.889018+00:00,2025-03-25 14:40:01.889018+00:00
182790,Sara Maria Rocha,"Praça Palmeiras do Porto, 5301",1,2025-04-01 09:40:01.235991+00:00,2025-04-01 09:40:01.235991+00:00
184322,Tatiana Paula Freitas,"Vila Duque dos Pinhais, 7414",16,2025-04-06 17:20:01.451465+00:00,2025-04-06 17:20:01.451465+00:00
175956,Camila Fernando Souza,"Praça Vitória dos Peixes, 6133",25,2025-03-08 16:00:01.994806+00:00,2025-03-08 16:00:01.994806+00:00
177488,Gabriel Juliana Rodrigues,"Travessa Zumbi da Esperança, 1915",2,2025-03-13 23:40:01.181192+00:00,2025-03-13 23:40:01.181192+00:00
179020,Alexandre Márcia Monteiro,"Rua Pinheiros da Esperança, 2698",16,2025-03-19 07:20:01.409269+00:00,2025-03-19 07:20:01.409269+00:00
180835,Renata Larissa Ribeiro,"Praça Jardim da Pedra, 6017",7,2025-03-25 14:45:02.133787+00:00,2025-03-25 14:45:02.133787+00:00
182791,Simone Carla Lima,"Alameda Paulista do Campo, 924",19,2025-04-01 09:45:01.433584+00:00,2025-04-01 09:45:01.433584+00:00
184323,Clara Gustavo Carvalho,"Estrada Tocantins do Lago, 6439",27,2025-04-06 17:25:01.568417+00:00,2025-04-06 17:25:01.568417+00:00
175957,Daniela Márcia Costa,"Rodovia São Pedro do Pacífico, 3787",2,2025-03-08 16:05:01.349902+00:00,2025-03-08 16:05:01.349902+00:00
177489,Henrique Clara Ribeiro,"Beco Sete de Setembro do Progresso, 1581",20,2025-03-13 23:45:01.415343+00:00,2025-03-13 23:45:01.415343+00:00
179021,Fernanda Rafael Oliveira,"Alameda São João da Pedra, 8586",22,2025-03-19 07:25:01.611981+00:00,2025-03-19 07:25:01.611981+00:00
180836,Larissa Maria Cardoso,"Alameda Santa das Américas, 5774",27,2025-03-25 14:50:01.325658+00:00,2025-03-25 14:50:01.325658+00:00
182792,André de Silva,"Avenida Tiradentes Vinhedos, 2341",19,2025-04-01 09:50:01.613254+00:00,2025-04-01 09:50:01.613254+00:00
184324,Fernando João Souza,"Largo São João da Colina, 8180",7,2025-04-06 17:30:01.722731+00:00,2025-04-06 17:30:01.722731+00:00
175958,Ana Ana Oliveira,"Largo Principal da Prosperidade, 9752",3,2025-03-08 16:10:01.538175+00:00,2025-03-08 16:10:01.538175+00:00
177490,Tatiana Fernando Moura,"Rua Principal da Felicidade, 4277",4,2025-03-13 23:50:01.617222+00:00,2025-03-13 23:50:01.617222+00:00
179022,Gabriela Eduardo Nascimento,"Alameda Kennedy da Inovação, 2471",29,2025-03-19 07:30:01.607052+00:00,2025-03-19 07:30:01.607052+00:00
180837,Aline Rosa Freitas,"Via Quintino da Tecnologia, 5481",24,2025-03-25 14:55:01.513574+00:00,2025-03-25 14:55:01.513574+00:00
182793,Gabriel Francisco Lima,"Praça Xavier da Esperança, 7217",5,2025-04-01 09:55:01.861651+00:00,2025-04-01 09:55:01.861651+00:00
184325,Fernanda da Monteiro,"Via São João das Américas, 4043",13,2025-04-06 17:35:01.954478+00:00,2025-04-06 17:35:01.954478+00:00
175959,Cristina Luís Monteiro,"Vila Independência do Progresso, 4799",15,2025-03-08 16:15:01.777514+00:00,2025-03-08 16:15:01.777514+00:00
177491,Beatriz de Souza,"Rodovia Palmeiras dos Coqueiros, 9124",29,2025-03-13 23:55:02.177722+00:00,2025-03-13 23:55:02.177722+00:00
179023,Rafael Pedro Dias,"Largo Zumbi do Porto, 3531",1,2025-03-19 07:35:01.829542+00:00,2025-03-19 07:35:01.829542+00:00
180838,Larissa Antônio Dias,"Praça Central da Felicidade, 1715",24,2025-03-25 15:00:01.685654+00:00,2025-03-25 15:00:01.685654+00:00
182794,Carlos Ana Moura,"Rua São João Vinhedos, 7861",28,2025-04-01 10:00:02.111695+00:00,2025-04-01 10:00:02.111695+00:00
184326,César Clara Oliveira,"Avenida Rainha da Estação, 5954",7,2025-04-06 17:40:01.113913+00:00,2025-04-06 17:40:01.113913+00:00
175960,Tatiana Pedro Dias,"Vila Vitória do Pacífico, 4842",21,2025-03-08 16:20:02.106421+00:00,2025-03-08 16:20:02.106421+00:00
177492,Aline Luís Rocha,"Via Coronel da Pedra, 2441",23,2025-03-14 00:00:01.533609+00:00,2025-03-14 00:00:01.533609+00:00
179024,Bruno Fábio Ribeiro,"Largo Brasil da Floresta, 7498",27,2025-03-19 07:40:02.034964+00:00,2025-03-19 07:40:02.034964+00:00
180839,Gabriela Maria Souza,"Passagem Vicente do Bosque, 6087",17,2025-03-25 15:05:01.875039+00:00,2025-03-25 15:05:01.875039+00:00
182795,Tiago e Silva,"Estrada Xavier da Tecnologia, 9779",25,2025-04-01 10:05:01.296391+00:00,2025-04-01 10:05:01.296391+00:00
184327,Tatiana Carla Pinto,"Rodovia Marquês dos Pássaros, 9421",1,2025-04-06 17:45:01.273996+00:00,2025-04-06 17:45:01.273996+00:00
175961,Leonardo Fábio Martins,"Praça São João da Fonte, 3231",15,2025-03-08 16:25:01.279277+00:00,2025-03-08 16:25:01.279277+00:00
177493,Gabriela Marcos Pereira,"Praça Atlântica da Estação, 4086",3,2025-03-14 00:05:01.764197+00:00,2025-03-14 00:05:01.764197+00:00
179025,Fernanda Larissa Souza,"Largo Rainha das Dunas, 565",28,2025-03-19 07:45:01.203947+00:00,2025-03-19 07:45:01.203947+00:00
180840,Luiz Ricardo Cavalcanti,"Beco Palmeiras do Vale, 5741",4,2025-03-25 15:10:02.136949+00:00,2025-03-25 15:10:02.136949+00:00
182796,Eduardo Eduardo Costa,"Rodovia Monteiro da Montanha, 8476",7,2025-04-01 10:10:01.486636+00:00,2025-04-01 10:10:01.486636+00:00
184328,Vanessa Sofia Fernandes,"Via Vicente do Futuro, 7386",21,2025-04-06 17:50:01.431500+00:00,2025-04-06 17:50:01.431500+00:00
175962,Gustavo Rafael Costa,"Vila Nossa Senhora da Lua, 6054",29,2025-03-08 16:30:01.186039+00:00,2025-03-08 16:30:01.186039+00:00
177494,Tatiana Samuel Pereira,"Avenida Rainha da Fonte, 6550",3,2025-03-14 00:10:01.303691+00:00,2025-03-14 00:10:01.303691+00:00
179026,Eduardo Leonardo Santos,"Via Brasil dos Coqueiros, 8058",11,2025-03-19 07:50:01.379000+00:00,2025-03-19 07:50:01.379000+00:00
180841,Vanessa Maria Barros,"Alameda Bandeirantes dos Santos, 1510",27,2025-03-25 15:15:01.328860+00:00,2025-03-25 15:15:01.328860+00:00
182797,Mariana Antônio Cavalcanti,"Travessa Marquês do Pacífico, 8602",12,2025-04-01 10:15:01.706011+00:00,2025-04-01 10:15:01.706011+00:00
184329,Cristina Lucas Mendes,"Travessa Barão da Fonte, 2802",10,2025-04-06 17:55:01.620187+00:00,2025-04-06 17:55:01.620187+00:00
175963,Julia Maria Gomes,"Rua Principal das Américas, 3638",12,2025-03-08 16:35:01.338228+00:00,2025-03-08 16:35:01.338228+00:00
177495,Larissa Marcos Martins,"Avenida Padre Vinhedos, 1133",19,2025-03-14 00:15:01.521063+00:00,2025-03-14 00:15:01.521063+00:00
179027,Rebeca Sofia Santos,"Beco Vicente do Campo, 548",18,2025-03-19 07:55:01.605866+00:00,2025-03-19 07:55:01.605866+00:00
180842,Alexandre Francisco Martins,"Vila Marechal dos Pinhais, 9836",11,2025-03-25 15:20:01.482559+00:00,2025-03-25 15:20:01.482559+00:00
182798,Beatriz Carla Castro,"Praça Monteiro da Liberdade, 4234",28,2025-04-01 10:20:01.904748+00:00,2025-04-01 10:20:01.904748+00:00
184330,Isabela Felipe Lima,"Beco Duque do Porto, 5591",14,2025-04-06 18:00:01.875801+00:00,2025-04-06 18:00:01.875801+00:00
175964,Alexandre Eduardo Barros,"Rua Juscelino Vinhedos, 3009",13,2025-03-08 16:40:01.480055+00:00,2025-03-08 16:40:01.480055+00:00
177496,Alexandre Sofia Barros,"Beco Sete de Setembro da Colina, 4510",5,2025-03-14 00:20:01.806671+00:00,2025-03-14 00:20:01.806671+00:00
179028,Daniela do Almeida,"Alameda Coronel do Vale, 7376",25,2025-03-19 08:00:01.797867+00:00,2025-03-19 08:00:01.797867+00:00
180843,Leonardo Felipe Silva,"Vila Pinheiros do Sol, 9191",23,2025-03-25 15:25:01.767042+00:00,2025-03-25 15:25:01.767042+00:00
182799,Felipe Gustavo Silva,"Rua Zumbi do Pacífico, 3118",19,2025-04-01 10:25:02.354779+00:00,2025-04-01 10:25:02.354779+00:00
184331,Cristina Carolina Campos,"Via Flores da Esperança, 6268",21,2025-04-06 18:05:02.088429+00:00,2025-04-06 18:05:02.088429+00:00
175965,Carlos Rafael Pinto,"Rua Xavier da Serra, 3273",22,2025-03-08 16:45:01.644587+00:00,2025-03-08 16:45:01.644587+00:00
177497,Gustavo Samuel Rodrigues,"Vila Rei da Pedra, 1195",12,2025-03-14 00:25:02.054299+00:00,2025-03-14 00:25:02.054299+00:00
179029,Leonardo e Dias,"Passagem Monteiro dos Peixes, 7084",16,2025-03-19 08:05:02.021806+00:00,2025-03-19 08:05:02.021806+00:00
180844,Marcelo Clara Lima,"Largo Santana das Américas, 9092",7,2025-03-25 15:30:01.897239+00:00,2025-03-25 15:30:01.897239+00:00
182800,Luiz Eduardo Barros,"Vila Zumbi da Prosperidade, 6645",29,2025-04-01 10:30:01.180968+00:00,2025-04-01 10:30:01.180968+00:00
184332,César da Rodrigues,"Rua Libertadores da Felicidade, 1672",29,2025-04-06 18:10:01.269847+00:00,2025-04-06 18:10:01.269847+00:00
175966,Marcelo João Pereira,"Avenida Zumbi do Vale, 2699",10,2025-03-08 16:50:01.904496+00:00,2025-03-08 16:50:01.904496+00:00
177498,Vanessa Juliana Cardoso,"Via Zumbi dos Navegantes, 6219",25,2025-03-14 00:30:02.094043+00:00,2025-03-14 00:30:02.094043+00:00
179030,Gustavo Sofia Rocha,"Beco Vitória do Progresso, 6046",13,2025-03-19 08:10:01.184259+00:00,2025-03-19 08:10:01.184259+00:00
180845,Tatiana Ana Pinto,"Beco Quintino do Mar, 1534",9,2025-03-25 15:35:02.120213+00:00,2025-03-25 15:35:02.120213+00:00
182801,Cristina Eduardo Lima,"Alameda Vitória do Sol, 4185",7,2025-04-01 10:35:01.368887+00:00,2025-04-01 10:35:01.368887+00:00
184333,Simone Eduardo Freitas,"Largo Sete de Setembro do Mar, 2681",5,2025-04-06 18:15:01.468885+00:00,2025-04-06 18:15:01.468885+00:00
175967,Mariana Paula Fernandes,"Praça Amazonas da Estação, 5595",18,2025-03-08 16:55:02.121171+00:00,2025-03-08 16:55:02.121171+00:00
177499,Tiago Rosa Cardoso,"Travessa Vitória dos Pinhais, 3235",7,2025-03-14 00:35:01.300058+00:00,2025-03-14 00:35:01.300058+00:00
179031,Henrique Luís Ribeiro,"Travessa Vitória da Saúde, 6245",26,2025-03-19 08:15:01.352863+00:00,2025-03-19 08:15:01.352863+00:00
180846,Rodrigo de Araújo,"Largo Jardim da Mata, 6723",10,2025-03-25 15:40:01.291102+00:00,2025-03-25 15:40:01.291102+00:00
182802,Mateus José Oliveira,"Estrada Amazonas da Serra, 695",15,2025-04-01 10:40:01.589207+00:00,2025-04-01 10:40:01.589207+00:00
184334,Marcos Luís Silva,"Alameda Ipiranga dos Santos, 3231",13,2025-04-06 18:20:01.629932+00:00,2025-04-06 18:20:01.629932+00:00
175968,Tatiana da Castro,"Passagem Industrial da Liberdade, 2425",28,2025-03-08 17:00:01.407437+00:00,2025-03-08 17:00:01.407437+00:00
177500,César Ricardo Rodrigues,"Alameda Monteiro do Mar, 7922",19,2025-03-14 00:40:01.476889+00:00,2025-03-14 00:40:01.476889+00:00
179032,Luiz Carolina Fernandes,"Praça Duque dos Peixes, 4270",21,2025-03-19 08:20:01.511393+00:00,2025-03-19 08:20:01.511393+00:00
180847,Sara Maria Mendes,"Alameda Nossa Senhora da Saúde, 1631",6,2025-03-25 15:45:01.660439+00:00,2025-03-25 15:45:01.660439+00:00
182803,Fernanda Gustavo Campos,"Via Internacional da Liberdade, 7942",21,2025-04-01 10:45:01.822241+00:00,2025-04-01 10:45:01.822241+00:00
184335,Diego Pedro Rodrigues,"Vila Marquês dos Coqueiros, 6402",6,2025-04-06 18:25:01.807261+00:00,2025-04-06 18:25:01.807261+00:00
175969,Beatriz Francisco Araújo,"Via Principal das Rosas, 3190",22,2025-03-08 17:05:01.625720+00:00,2025-03-08 17:05:01.625720+00:00
177501,Lucas Fábio Cardoso,"Avenida Duque da Vida, 1537",21,2025-03-14 00:45:01.667254+00:00,2025-03-14 00:45:01.667254+00:00
179033,Daniela Sofia Nascimento,"Beco Visconde da Paz, 8488",19,2025-03-19 08:25:01.826815+00:00,2025-03-19 08:25:01.826815+00:00
180848,Sara Leonardo Castro,"Beco Tiradentes do Pacífico, 2599",26,2025-03-25 15:50:01.901150+00:00,2025-03-25 15:50:01.901150+00:00
182804,Tatiana Marcos Carvalho,"Beco São João do Mar, 5672",4,2025-04-01 10:50:02.219072+00:00,2025-04-01 10:50:02.219072+00:00
184336,Larissa do Castro,"Travessa Voluntários do Campo, 6170",17,2025-04-06 18:30:01.893906+00:00,2025-04-06 18:30:01.893906+00:00
175970,Patrícia Eduardo Mendes,"Beco Laranjeiras da Mata, 4046",26,2025-03-08 17:10:01.775744+00:00,2025-03-08 17:10:01.775744+00:00
177502,Felipe Carla Souza,"Via Imperador das Américas, 5653",14,2025-03-14 00:50:01.926758+00:00,2025-03-14 00:50:01.926758+00:00
179034,Gabriel Larissa Nascimento,"Estrada Savassi da Paz, 9386",24,2025-03-19 08:30:02.013641+00:00,2025-03-19 08:30:02.013641+00:00
180849,Juliana Leonardo Pinto,"Beco Monteiro Vinhedos, 6041",13,2025-03-25 15:55:02.136604+00:00,2025-03-25 15:55:02.136604+00:00
182805,Beatriz Leonardo Pinto,"Vila São João da Fonte, 7353",27,2025-04-01 10:55:01.409784+00:00,2025-04-01 10:55:01.409784+00:00
184337,Henrique João Fernandes,"Largo Zumbi do Mar, 7982",25,2025-04-06 18:35:02.066488+00:00,2025-04-06 18:35:02.066488+00:00
175971,Tatiana da Rodrigues,"Vila Brasil da Felicidade, 8975",2,2025-03-08 17:15:01.935470+00:00,2025-03-08 17:15:01.935470+00:00
177503,Julia do Araújo,"Alameda Santana do Futuro, 3305",18,2025-03-14 00:55:01.144093+00:00,2025-03-14 00:55:01.144093+00:00
179035,Diego Gustavo Costa,"Praça Santana da Liberdade, 1594",13,2025-03-19 08:35:01.183184+00:00,2025-03-19 08:35:01.183184+00:00
180850,Larissa Antônio Ribeiro,"Beco Industrial do Mar, 3051",21,2025-03-25 16:00:01.323355+00:00,2025-03-25 16:00:01.323355+00:00
182806,Lucas Pedro Freitas,"Passagem Santa do Vale, 8784",27,2025-04-01 11:00:01.590134+00:00,2025-04-01 11:00:01.590134+00:00
184338,Cristina Felipe Mendes,"Avenida Rainha da Inovação, 8696",19,2025-04-06 18:40:01.229700+00:00,2025-04-06 18:40:01.229700+00:00
175972,Nathalia Luís Freitas,"Estrada Visconde do Sol, 7088",25,2025-03-08 17:20:02.103444+00:00,2025-03-08 17:20:02.103444+00:00
177504,Alexandre Leonardo Gomes,"Largo Santa do Progresso, 808",13,2025-03-14 01:00:01.324531+00:00,2025-03-14 01:00:01.324531+00:00
179036,César do Martins,"Via Central dos Navegantes, 8508",7,2025-03-19 08:40:01.341289+00:00,2025-03-19 08:40:01.341289+00:00
180851,Sara Márcia Cardoso,"Avenida Imperador da Liberdade, 650",8,2025-03-25 16:05:01.517387+00:00,2025-03-25 16:05:01.517387+00:00
182807,Leonardo da Barros,"Praça Oliveira do Sol, 1858",25,2025-04-01 11:05:01.841339+00:00,2025-04-01 11:05:01.841339+00:00
184339,Ana Samuel Araújo,"Rua Padre Vinhedos, 7334",9,2025-04-06 18:45:01.409758+00:00,2025-04-06 18:45:01.409758+00:00
175973,Alexandre Sofia Castro,"Beco Kennedy da Paz, 7390",12,2025-03-08 17:25:01.261326+00:00,2025-03-08 17:25:01.261326+00:00
177505,Leonardo Gustavo Lima,"Largo Kennedy das Américas, 7912",3,2025-03-14 01:05:01.502569+00:00,2025-03-14 01:05:01.502569+00:00
179037,Gabriel Felipe Freitas,"Rodovia Independência da Fonte, 3685",4,2025-03-19 08:45:01.562368+00:00,2025-03-19 08:45:01.562368+00:00
180852,Daniela de Cardoso,"Rua São Pedro da Prosperidade, 6749",25,2025-03-25 16:10:01.716780+00:00,2025-03-25 16:10:01.716780+00:00
182808,Bruno Eduardo Costa,"Estrada Ipiranga do Bosque, 6268",24,2025-04-01 11:10:02.111694+00:00,2025-04-01 11:10:02.111694+00:00
184340,Diego Gustavo Dias,"Rua Xavier do Lago, 5754",9,2025-04-06 18:50:01.592018+00:00,2025-04-06 18:50:01.592018+00:00
175974,Felipe Clara Rocha,"Beco Paulista da Praia, 3405",4,2025-03-08 17:30:01.317842+00:00,2025-03-08 17:30:01.317842+00:00
177506,Sara do Oliveira,"Avenida Marquês da Estação, 2628",19,2025-03-14 01:10:01.715091+00:00,2025-03-14 01:10:01.715091+00:00
179038,Fernanda Paula Castro,"Praça Quintino dos Coqueiros, 7559",13,2025-03-19 08:50:01.775708+00:00,2025-03-19 08:50:01.775708+00:00
180853,Simone Samuel Ribeiro,"Vila Laranjeiras do Campo, 1621",19,2025-03-25 16:15:01.910815+00:00,2025-03-25 16:15:01.910815+00:00
182809,Caio Lucas Mendes,"Via Libertadores da Felicidade, 519",22,2025-04-01 11:15:01.310196+00:00,2025-04-01 11:15:01.310196+00:00
184341,Simone Alice Alves,"Rodovia Ipiranga da Prosperidade, 2471",1,2025-04-06 18:55:01.813647+00:00,2025-04-06 18:55:01.813647+00:00
60985,Beatriz Felipe Silva,"Estrada Sete de Setembro da Colina, 2956",28,2024-02-02 12:39:00+00:00,2024-02-02 12:39:00+00:00
175975,Renata do Araújo,"Rua Savassi da Fonte, 7794",12,2025-03-08 17:35:01.501721+00:00,2025-03-08 17:35:01.501721+00:00
177507,André João Fernandes,"Travessa Principal do Futuro, 7373",29,2025-03-14 01:15:01.888856+00:00,2025-03-14 01:15:01.888856+00:00
179039,Eduardo Rosa Monteiro,"Vila Doutor da Floresta, 9751",2,2025-03-19 08:55:02.048059+00:00,2025-03-19 08:55:02.048059+00:00
180854,Eduardo Carla Cardoso,"Beco São João do Vale, 3291",29,2025-03-25 16:20:02.270227+00:00,2025-03-25 16:20:02.270227+00:00
182810,Camila Sofia Santos,"Via Vitória dos Peixes, 2038",19,2025-04-01 11:20:01.491380+00:00,2025-04-01 11:20:01.491380+00:00
184342,Tiago Paula Castro,"Rodovia Santo da Praia, 8176",21,2025-04-06 19:00:02.078686+00:00,2025-04-06 19:00:02.078686+00:00
175976,Eduardo Gustavo Almeida,"Alameda Voluntários dos Viajantes, 1619",25,2025-03-08 17:40:01.657941+00:00,2025-03-08 17:40:01.657941+00:00
177508,Fernando Ricardo Souza,"Via Palmeiras das Dunas, 6340",13,2025-03-14 01:20:02.227548+00:00,2025-03-14 01:20:02.227548+00:00
179040,Tatiana Samuel Carvalho,"Rodovia Independência da Lua, 9950",13,2025-03-19 09:00:01.216038+00:00,2025-03-19 09:00:01.216038+00:00
180855,Carlos Clara Campos,"Beco Duque da Floresta, 8583",9,2025-03-25 16:25:01.433174+00:00,2025-03-25 16:25:01.433174+00:00
182811,Gustavo Alice Castro,"Praça Zumbi Vinhedos, 4387",23,2025-04-01 11:25:01.811488+00:00,2025-04-01 11:25:01.811488+00:00
184343,André Alice Castro,"Alameda Santa da Pedra, 9910",2,2025-04-06 19:05:01.309404+00:00,2025-04-06 19:05:01.309404+00:00
61135,Eduardo Ana Monteiro,"Vila Brasil da Harmonia, 9595",25,2024-02-02 15:03:00+00:00,2024-02-02 15:03:00+00:00
175977,Fernando Fernando Rodrigues,"Estrada Nossa Senhora da Liberdade, 952",11,2025-03-08 17:45:01.819794+00:00,2025-03-08 17:45:01.819794+00:00
177509,Marcos Carla Alves,"Beco Marquês da Colina, 8333",19,2025-03-14 01:25:01.322136+00:00,2025-03-14 01:25:01.322136+00:00
179041,Isabela João Lima,"Via Barão do Porto, 4020",4,2025-03-19 09:05:01.407976+00:00,2025-03-19 09:05:01.407976+00:00
180856,Lívia dos Freitas,"Rua Pinheiros da Esperança, 5877",21,2025-03-25 16:30:01.423545+00:00,2025-03-25 16:30:01.423545+00:00
182812,Rafael e Lima,"Beco São João da Paz, 2456",15,2025-04-01 11:30:02.048397+00:00,2025-04-01 11:30:02.048397+00:00
184344,Bruno Eduardo Araújo,"Vila Visconde da Prosperidade, 7474",13,2025-04-06 19:10:01.468290+00:00,2025-04-06 19:10:01.468290+00:00
175978,Rafael Samuel Costa,"Via São Pedro da Prosperidade, 9752",2,2025-03-08 17:50:02.006197+00:00,2025-03-08 17:50:02.006197+00:00
177510,Mateus Antônio Costa,"Estrada Sete de Setembro do Porto, 1123",3,2025-03-14 01:30:01.515408+00:00,2025-03-14 01:30:01.515408+00:00
179042,Fernando Paula Mendes,"Via Imperador do Futuro, 8725",2,2025-03-19 09:10:01.659040+00:00,2025-03-19 09:10:01.659040+00:00
180857,Fernanda Marcos Nascimento,"Vila Quintino da Montanha, 7357",18,2025-03-25 16:35:01.668266+00:00,2025-03-25 16:35:01.668266+00:00
182813,Fernanda e Cardoso,"Vila Rei do Lago, 9171",27,2025-04-01 11:35:01.246043+00:00,2025-04-01 11:35:01.246043+00:00
184345,Felipe Antônio Almeida,"Travessa Voluntários das Rosas, 8247",11,2025-04-06 19:15:01.637874+00:00,2025-04-06 19:15:01.637874+00:00
175979,Lucas Carla Souza,"Praça Industrial da Harmonia, 2117",13,2025-03-08 17:55:01.182243+00:00,2025-03-08 17:55:01.182243+00:00
177511,Bruno José Nascimento,"Travessa Independência da Mata, 3685",18,2025-03-14 01:35:01.834368+00:00,2025-03-14 01:35:01.834368+00:00
179043,Larissa Luís Cavalcanti,"Via Oliveira do Futuro, 3666",16,2025-03-19 09:15:01.878012+00:00,2025-03-19 09:15:01.878012+00:00
180858,Rafael Ricardo Nascimento,"Praça Barão da Lua, 5110",5,2025-03-25 16:40:01.920199+00:00,2025-03-25 16:40:01.920199+00:00
182814,Aline Clara Gomes,"Rua Paulista da Colina, 5734",7,2025-04-01 11:40:01.409758+00:00,2025-04-01 11:40:01.409758+00:00
184346,Alexandre Alice Cavalcanti,"Passagem Pinheiros do Pacífico, 2856",19,2025-04-06 19:20:02.156845+00:00,2025-04-06 19:20:02.156845+00:00
61368,Gabriela do Almeida,"Via Pinheiros das Dunas, 5597",3,2024-02-02 18:49:00+00:00,2024-02-02 18:49:00+00:00
175980,Mariana Lucas Cardoso,"Estrada Coronel da Harmonia, 1331",6,2025-03-08 18:00:01.389372+00:00,2025-03-08 18:00:01.389372+00:00
177512,André Pedro Silva,"Passagem Monteiro da Liberdade, 7509",7,2025-03-14 01:40:02.080010+00:00,2025-03-14 01:40:02.080010+00:00
179044,Rebeca Ricardo Alves,"Passagem Industrial do Campo, 1085",28,2025-03-19 09:20:02.087800+00:00,2025-03-19 09:20:02.087800+00:00
180859,Luiz Juliana Carvalho,"Passagem Santana da Felicidade, 5823",22,2025-03-25 16:45:02.116436+00:00,2025-03-25 16:45:02.116436+00:00
182815,Rebeca Juliana Silva,"Beco Marechal das Dunas, 1282",17,2025-04-01 11:45:01.639046+00:00,2025-04-01 11:45:01.639046+00:00
184347,Tatiana Márcia Pereira,"Beco Juscelino das Estrelas, 4044",13,2025-04-06 19:25:01.338796+00:00,2025-04-06 19:25:01.338796+00:00
175981,Cristina Leonardo Almeida,"Rua São João da Lua, 4941",14,2025-03-08 18:05:01.542467+00:00,2025-03-08 18:05:01.542467+00:00
